卡牌ID,同卡牌ID,普通技能ID,觉醒技能ID,卡牌称号,卡牌名称,稀有度,职业,属性,COST,HP,物攻,魔攻,恢复量,卡牌类别,主效果,详细效果(普通）,详细效果(觉醒）,台词（攻击）,台词（支援）,头像ID
10136046,10136045,12502881,12502882,金银的音色,第二型阿丽德娜,MR,富豪,冰,3,2932,209,0,0,防御,嘲讽/抽卡/魔防↑,自身/1回合/提升1657点魔法防御,自身/1回合/魔法防御提升3660+HP的5%，1回合/使攻击向自身集中，减免30%伤害，己方全体/抽卡+1,你所听到的是最终之音！,我收下了！所有东西！,10136046
10136048,10136047,14400921,14400922,成龙者,第二型龙,MR,歌姬,风,2,2513,0,0,279,支援,物攻↑/魔攻↑,自身/1回合/提升魔法攻击2473,己方1人/2回合/提升魔法攻击8927，【3Chain以上】2回合/提升物理攻击8927，2回合/提升魔法攻击8927,不知道吗？这就是龙力哦！,一定要守护好大家…！,10136048
10136050,10136049,11103861,11103862,魔笔之书家,第二型蒙诺诺,MR,佣兵,风,3,2513,0,279,0,魔法,自身数值加伤/攻击,敌单体/魔法/3883点+魔法攻击力130%的风属性伤害，暴击率150%,敌全体/魔法/7687点+魔法攻击力130%的风属性伤害，暴击率150%，【2Chain以上】自身/提升当前物理攻击60%的威力,不是普通的钢笔哦！,还不可以折断！,10136050
10136052,10136051,11400691,11400692,枪弹的代价,第二型斯库德里亚,MR,佣兵,风,1,2094,0,349,0,支援,魔攻↑,自身/1回合/提升魔法攻击2042,自身/1回合/提升魔法攻击4024，【3Chain以上】1回合/提升魔法攻击7987,正中目标！,喂！报酬该怎么拿啊！？,10136052
10136053,10136053,10300591,,响彻世界,异界型 初音未来MIKU EXPO,MR,通用,冰,1,2285,127,127,0,弱化,物攻↓/魔攻↓,敌全体/2回合/降低500点物理攻击，2回合/降低500点魔法攻击,,传达到吧！,大家不要放弃…！,10136053
10137002,10137001,11400751,11400752,无垢的白百合,花月型珀西瓦尔,MR,佣兵,冰,2,2932,0,209,0,支援,魔攻↑/追伤,自身/1回合/提升魔法攻击3003,自身/3回合/提升魔法攻击3659，3回合/赋予4050冰追加伤害,百合百合百合！,花儿会凋零的啊！,10137002
10137004,10137003,11400711,11400712,因果的调律者,暗堕型圣日耳曼,UR,佣兵,风,2,2031,42,42,0,支援,追伤,自身/1回合/提升物理攻击2412，1回合/提升魔法攻击2412,自身/3回合/赋予3375风追加伤害,诅咒这因果吧。,得到所期望的未来吧。,10137004
10137006,10137005,12503001,12503002,夜樱之歌,花月型 歌姬亚瑟,MR,富豪,冰,1,2932,209,0,0,防御,抽卡/物防↑/魔防↑,自身/1回合/提升612点魔法防御，抽卡+1,己方全体/1回合/提升1164点魔法防御，抽卡+1，【3Chain以上】1回合/提升1164点物理防御，1回合/提升1164点魔法防御,樱花盛开的夜晚，不容你乱来！,让短暂的生命至少在今夜…！,10137006
10137008,10137007,14302981,14302982,山岚的苦恼,花月型摩根,MR,歌姬,暗,1,2932,0,0,209,支援,治疗↑/延迟奶,自身/恢复1814点HP,自身/3回合/提升治疗量1000，己方全体/3回合/每回合恢复HP375，【2Chain以上】3回合/提升治疗量1715，己方全体/3回合/每回合恢复HP603,抱歉，没命的会是你！,别以为能碰到我！,10137008
10137010,10137009,13601481,13601482,峻烈的自爱,花月型水仙,MR,盗贼,火,2,2932,0,209,0,弱化,魔攻↓,敌单体/2回合/降低750点魔法攻击,敌单体/2回合/魔法攻击下降2880+魔法攻击的10%,知道的哦。我的美貌就是暴力！,就只有这点程度？,10137010
10137012,10137011,12502921,12502922,魔竹二刀流,学徒型赫尔瓦拉尔,MR,富豪,暗,3,2513,279,0,0,防御,抽卡/魔防↑,自身/2回合/提升2503点魔法防御,己方1人/2回合/提升5006点魔法防御，己方全体/抽卡+1，【自身/防御/额外1枚以上】己方全体/2回合/提升5006点魔法防御,赢下一局！,绝不退让！,10137012
10137014,10137013,13601441,13601442,JK偶像组合,学徒型角宿一＆处女座,MR,盗贼,冰,2,2513,0,279,0,弱化,魔攻↓/标记,敌单体/2回合/降低750点魔法攻击,敌单体/2回合/标记，伤害上升10%，敌全体/2回合/降低1439点魔法攻击,现役女高中生偶像攻击…。,偶像不可以输给任何人！,10137014
10137016,10137015,11103901,11103902,读书的时间,学徒型提斯特,MR,佣兵,冰,3,2094,0,349,0,魔法,攻击/冻结,敌单体/魔法/6995点+魔法攻击力130%的冰属性伤害，暴击率150%,敌单体/魔法/13991点+魔法攻击力130%的冰属性伤害，暴击率150%，3回合/每回合1355+38%魔法攻击的冰冻伤害，【4Chain以上】魔法/25136点+魔法攻击力130%的冰属性伤害，暴击率1000%，3回合/每回合2440+70%魔法攻击的冰冻伤害,我的时间只属于我。,快进的亚瑟大人也好棒…。,10137016
10137018,10137017,14400981,14400982,全力扣球,学徒型贝琳,MR,歌姬,光,2,2513,0,0,279,支援,魔攻↑/治疗↑,自身/1回合/提升魔法攻击2439,己方全体/3回合/提升魔法攻击2714，自身/3回合/提升治疗量1320，【2Chain以上】3回合/提升魔法攻击4307，自身/3回合/提升治疗量2124,魔剑扣杀！,让对方一分都拿不到！,10137018
10137020,10137019,12502941,12502942,演剧部的才女,学徒型艾文,UR,富豪,冰,2,2031,85,0,0,防御,抽卡/魔防↑,自身/1回合/提升873点魔法防御，自身/抽卡+1,己方1人/1回合/提升4361点魔法防御，己方全体/抽卡+1,这样就谢幕了！,那是感动的眼泪吗？,10137020
10137022,10137021,12502961,12502962,绝无的色彩,花月型梅露特,MR,富豪,火,3,2665,190,0,0,防御,最大HP↑/抽卡/物防↑,自身/2回合/提升1125点物理防御，自身/抽卡+1,己方全体/2回合/提升1814点物理防御，自身/4回合/提升最大HP2220，己方全体/抽卡+1,你知道没有颜色的世界吗？,你的颜色全是我的！,10137022
10137024,10137023,11103921,11103922,恋慕占术,花月型玛格丽特,MR,佣兵,冰,2,2285,0,254,0,魔法,攻击,敌单体/魔法/2878点冰属性伤害，暴击率150%,敌单体/魔法/4817点+魔法攻击力60%的冰属性伤害，2次攻击，暴击率150%,思念别人的心情是不会输的！,为你占卜一下恋爱好了。,10137024
10137026,10137025,14302941,14302942,奇妙的指导,花月型蜜诺雅儿,UR,歌姬,光,2,1615,0,0,115,治疗,治疗↑/治疗,自身/恢复982点HP,己方全体/恢复1636点HP，自身/2回合/提升治疗量1232,正在上课。,听到我说什么了吗？,10137026
10137028,10137027,12101241,12101242,传达的思念,花月型爱丽丝,UR,富豪,暗,3,0,385,0,0,物理,攻击/抽卡,敌单体/物理/3119点+物理攻击力130%的暗属性伤害，暴击率150%,敌全体，敌全体/物理/5218点+物理攻击力130%的暗属性伤害，暴击率150%，己方全体/抽卡+1,一定能传达到…！,不能在这里退让！,10137028
10137030,10137029,13400671,13400672,唯一之恋,花月型花梨,UR,盗贼,风,2,1846,0,77,0,支援,追伤,自身/2回合/提升物理攻击2412，2回合/提升魔法攻击2412,自身/2回合/赋予3750风追加伤害,等察觉时，已经在天国了哦…？,这样结束是不是太早了点？,10137030
10137032,10137031,13601461,13601462,Virgo,星冠型处女座,MR,盗贼,暗,2,2665,0,190,0,弱化,魔攻↓,敌单体/3回合/降低875点魔法攻击,敌单体/3回合/降低2835点魔法攻击,诅咒你！,放心吧，还没有被诅咒。,10137032
10137034,10137033,14302961,14302962,理想青梅竹马,学徒型库拉奇,MR,歌姬,冰,3,2285,0,0,254,治疗,魔防↑/治疗,自身/恢复3192+治疗量的130%点HP,己方全体/恢复5266+治疗量的130%点HP，【3回合前】己方全体/2回合/提升2010点魔法防御,必杀！魔法寸劲！,必杀！魔法假哭！,10137034
10137036,10137035,12502981,12502982,治愈的空间,学徒型里奥,MR,富豪,冰,3,2285,254,0,0,防御,抽卡/魔防↑,自身/2回合/提升1125点魔法防御，抽卡+1,己方全体/2回合/提升1814点魔法防御，抽卡+1，【自身HP100%】2回合/提升2878点魔法防御,靠近我可是会受伤的！,必须要治疗！,10137036
10137038,10137037,13202451,13202452,破天的元气,学徒型哈维,MR,盗贼,冰,2,2285,0,254,0,魔法,攻击/追伤,敌单体/魔法/3628点冰属性伤害，暴击率150%,敌单体/魔法/6006点冰属性伤害，暴击率150%，自身/2回合/赋予4500冰追加伤害,唉呀~！打~！,不好意思，算了吧~。,10137038
10137040,10137039,11400731,11400732,爱的教鞭,教练型斯卡哈,MR,佣兵,冰,3,2285,0,254,0,支援,魔攻↑/抽卡/魔防↓,自身/1回合/提升魔法攻击3285,自身/2回合/提升魔法攻击13272，【3Chain以上】抽卡+2，敌全体/2回合/降低3671点魔法防御,亲自示范一下好了！,不准对我的学生出手！,10137040
10137041,10137041,14401001,14401002,圣剑使,亚瑟 剑术之城,MR,歌姬,暗,2,2932,0,0,209,支援,治疗↑/比例扣血,自身/1回合/提升治疗量1314,自身/3回合/提升治疗量5144，自身/HP扣减最大值的50%,不能再让你任性下去了！,真是贤明的判断。,10137041
10137042,10137042,13202471,13202472,英雄好色,可怜型乌瑟,MR,盗贼,冰,3,2932,0,209,0,魔法,攻击,敌单体/魔法/3883点+魔法攻击力130%的冰属性伤害，暴击率150%,敌全体/魔法/7687点+魔法攻击力130%的冰属性伤害，暴击率150%，【敌方为冻结状态】魔法/7687点+魔法攻击力43%的冰属性伤害，3次攻击，暴击率150%,唉哟，我拿下了！,待会儿去喝杯茶如何？,10137042
10137044,10137043,14400961,14400962,堕落的正义,暗堕型艾菲,MR,歌姬,冰,2,2094,0,0,349,支援,魔攻↑/治疗↑,自身/1回合/提升魔法攻击6006,己方1人/2回合/提升魔法攻击7987，【目标为HP恢复状态】3回合/提升魔法攻击7987，自身/3回合/提升治疗量2124,啊哈，啊哈哈！,真碍眼真碍眼！,10137044
10137046,10137045,12502901,12502902,凶祸鸟,暗堕型罗恩格林,MR,富豪,冰,3,2932,209,0,0,防御,抽卡/魔防↑/追伤,自身/2回合/提升1125点魔法防御，抽卡+1,己方全体/2回合/提升2189点魔法防御，1回合/赋予13163冰追加伤害，抽卡+1,死在这里吧。,我对不列颠之王…？,10137046
10137048,10137047,13400651,13400652,一线之隔疯狂,暗堕型达-芬奇,MR,盗贼,冰,2,2094,0,349,0,支援,追伤/冻结,自身/1回合/提升物理攻击3003，1回合/提升魔法攻击3003,己方1人/3回合/赋予3038冰追加伤害，敌全体/3回合/每回合1610+50%魔法攻击的冰冻伤害,将存在本身都消灭！,天才来帮忙了哦？,10137048
10137050,10137049,11103881,11103882,晦冥的极炎,暗堕型永恒烈焰,MR,佣兵,冰,4,2094,0,349,0,魔法,攻击,敌单体/魔法/5442点+魔法攻击力150%的冰属性伤害，暴击率150%,敌全体/魔法/10793点+魔法攻击力50%的冰属性伤害，3次攻击，暴击率150%,这就是，我的业火哦。,还不能就这样，变成灰。,10137050
10137052,10137051,14401021,14401022,咒印术士,异界型菲欧蕾 -毕斯克拉-,UR,歌姬,风,1,1615,0,0,115,支援,治疗↑,自身/3回合/提升治疗量389,自身/3回合/提升治疗量975,用远距离的术式来解决。掩护好！,会掩护好的放心去做吧,10137052
10137053,10137053,10300611,,极东的骑士,弱酸型 浮世艾尔,MR,通用,冰,1,2285,127,127,0,防御,魔防↑,己方全体/1回合/提升750点魔法防御，【3Chain以上】1回合/提升1439点魔法防御,,你好，社畜完全体！,这种事情，才没有啦ー,10137053
10137055,10137054,11103941,11103942,七彩之魂,异界型 初音未来(乌莎哈),MR,佣兵,风,4,2513,279,0,0,物理,物攻↑/攻击,敌单体/物理/5913点+物理攻击力150%的风属性伤害，暴击率150%,敌全体/物理/11826点+物理攻击力150%的风属性伤害，暴击率150%，自身/2回合/提升物理攻击14514,尽情歌唱～！,能听见我的歌声吗？,10137055
10137057,10137056,13601501,13601502,死神之魂,异界型 初音未来(橄榄石),MR,盗贼,暗,2,2513,0,279,0,弱化,魔攻↓,敌单体/2回合/降低1000点魔法攻击,敌全体/2回合/降低1439点魔法攻击，【自身/额外1枚以上】2回合/降低2327点魔法攻击,响彻灵魂！,相信歌声的力量！,10137057
10137059,10137058,14401041,14401042,沉默之魂,异界型 初音未来(艾妮多),MR,歌姬,光,2,2513,0,0,279,支援,物攻↑/治疗,自身/1回合/提升物理攻击6006,己方1人/2回合/提升物理攻击8948，己方全体/恢复2010点HP,啦～啦啦♪,只要还有我的歌！,10137059
10137061,10137060,12503021,12503022,教练之魂,异界型 初音未来(斯卡哈),MR,富豪,冰,3,2932,209,0,0,防御,最大HP↑/嘲讽/抽卡,自身/1回合/提升1439点物理防御，1回合/提升1439点魔法防御,自身/3回合/提升最大HP3059，1回合/使攻击向自身集中，减免30%伤害，己方全体/抽卡+1,声音再大一些！,一起来合唱吧～！,10137061
10137063,10137062,14303001,14303002,吐槽机器,第二型迪特丝,MR,歌姬,暗,2,2094,0,0,349,治疗,治疗↑/解异常/治疗,自身/恢复1420点HP,己方全体/恢复2839点HP，【我方为封印状态】自身/3回合/提升治疗量2639，己方全体/解除封印状态,不要小看我的吐槽啊！,让我好好吐槽一番吧！,10137063
10137064,10137064,10300631,,道歉,弱酸型 土下座艾尔,MR,通用,光,1,2016,401,401,0,弱化,物攻↓/魔攻↓,敌全体/2回合/降低500点物理攻击，2回合/降低500点魔法攻击,,真的非常抱歉…！,真的非常抱歉…！,10137064
10139002,10139001,13601521,13601522,红焰舞蹈,共鸣型西西拉拉·超载,MR,盗贼,暗,2,2094,0,349,0,弱化,物攻↓/物防↑,敌单体/2回合/降低1439点物理攻击,敌单体/2回合/降低2878点物理攻击，【自身/弱化/额外1枚以上】己方全体/2回合/物理防御提升1620+魔法攻击的10%,华丽地起舞吧♪,危险！躲开躲开~！,10139002
10139004,10139003,11103961,11103962,必中扫射,共鸣型西西拉拉·龙之子弹,MR,佣兵,暗,5,2094,349,0,0,物理,攻击,敌单体/物理/11826点+物理攻击力180%的暗属性伤害，暴击率150%,敌全体/物理/23608点+物理攻击力180%的暗属性伤害，暴击率150%,电磁炮，广域放射！,我来守护好大家的归宿！,10139004
10139006,10139005,14500101,14500102,自伤恋歌,共鸣型西西拉拉·纯洁之心,MR,歌姬,暗,2,2094,0,0,349,支援,最大HP↑/治疗,自身/2回合/提升859点物理防御，2回合/提升859点魔法防御,己方1人/4回合/提升最大HP2878，己方全体/恢复2010点HP,恋爱中的少女是无敌的！,哇啊啊啊…！烧起来了烧起来了！,10139006
10139008,10139007,12503041,12503042,闪光魔弹,共鸣型西西拉拉·幻影火焰,MR,富豪,暗,2,2513,279,0,0,防御,抽卡/魔防↑,自身/2回合/提升750点魔法防御，抽卡+1,己方全体/2回合/提升1439点魔法防御，抽卡+1，【3Chain以上】抽卡+2,你以为你还有空闲吗？,别傻乎乎的,10139008
10139010,10139009,12503061,12503062,呐喊的战车将,特异型汉尼拔,UR,富豪,暗,2,1777,127,0,0,防御,抽卡/物防↑,自身/1回合/提升873点物理防御，自身/抽卡+1,己方1人/1回合/提升4361点物理防御，己方全体/抽卡+1,没有打算给予慈悲。,别担心补给物资。,10139010
10139012,10139011,14401061,14401062,小恶魔的睡脸,添寝型艾妮多,MR,歌姬,暗,2,2513,0,0,279,支援,物攻↑/治疗↑,自身/1回合/提升物理攻击6006,己方1人/2回合/提升物理攻击8948，自身/2回合/提升治疗量2340,呒呒！（永眠吧！）,呒～？（不是要睡觉了吗？）,10139012
10139014,10139013,13601541,13601542,梦枕,添寝型克莱尔,MR,盗贼,暗,2,2513,0,279,0,弱化,魔攻↓/追伤,敌单体/2回合/降低888点魔法攻击,敌单体/2回合/降低2878点魔法攻击，自身/2回合/赋予5400暗追加伤害,睡眠不足呢。,梦里面也继续说教好了。,10139014
10139016,10139015,11400771,11400772,高低床,添寝型罗恩法尔,MR,佣兵,暗,2,2094,349,0,0,支援,物攻↑/DOT↑,自身/1回合/提升物理攻击3003,自身/3回合/提升物理攻击6006，【2Chain以上】敌全体/中毒的效果回合+2，伤害+20%,大家晚安了～！,法尔～…一起睡嘛…,10139016
10139018,10139017,12600201,12600202,睡着的妖精,添寝型艾尔,MR,富豪,风,3,2932,209,0,0,弱化,物攻↓/抽卡,敌单体/3回合/降低641点物理攻击,敌单体/3回合/降低1282点物理攻击，己方全体/抽卡+1，【目标为冰属性】3回合/降低5006点物理攻击,亚瑟臂弯当枕头最棒了,旁边没人的话睡不着呢…,10139018
